id,account_id,project_id,date
1279,251,22,2022-01-01
1280,251,41,2022-01-01
1281,251,44,2022-01-01
1282,251,42,2022-01-01
1284,250,8,2022-01-01
1285,250,44,2022-01-01
1286,250,14,2022-01-01
1287,250,40,2022-01-01
1288,253,10,2022-01-01
1289,253,33,2022-01-01
1291,253,42,2022-01-01
1292,253,47,2022-01-01
1293,244,35,2022-01-01
1294,244,42,2022-01-01
1295,244,23,2022-01-01
1296,254,10,2022-01-01
1298,239,23,2022-01-01
1299,243,23,2022-01-01
1300,201,2,2022-01-01
1301,201,22,2022-01-01
1302,201,26,2022-01-01
1303,201,5,2022-01-01
1305,94,3,2022-01-01
1306,92,10,2022-01-01
1307,92,42,2022-01-01
1308,92,12,2022-01-01
1309,92,22,2022-01-01
1310,92,31,2022-01-01
1312,267,10,2022-01-01
1313,267,22,2022-01-01
1314,267,5,2022-01-01
1315,267,8,2022-01-01
1316,177,8,2022-01-01
1317,177,5,2022-01-01
1319,177,22,2022-01-01
1320,177,3,2022-01-01
1321,228,8,2022-01-01
1322,228,44,2022-01-01
1323,298,44,2022-01-01
1324,298,40,2022-01-01
1326,298,14,2022-01-01
1327,298,32,2022-01-01
1328,204,44,2022-01-01
1329,300,42,2022-01-01
1330,300,10,2022-01-01
1331,300,25,2022-01-01
1333,300,33,2022-01-01
880,267,8,2021-12-01
953,228,44,2021-12-03
1010,298,32,2021-12-10
1015,300,26,2021-12-13
1198,140,8,2022-01-01
1336,304,41,2022-01-01
1337,304,38,2022-01-01
1023,304,38,2021-12-14
1338,304,2,2022-01-01
1339,201,33,2022-01-01
1340,78,27,2022-01-01
1341,263,34,2022-01-01
1343,264,10,2022-01-01
1344,264,14,2022-01-01
1345,264,21,2022-01-01
1346,264,11,2022-01-01
1347,264,5,2022-01-01
1348,266,17,2022-01-01
862,264,5,2021-12-01
1350,266,34,2022-01-01
1351,266,41,2022-01-01
1352,266,6,2022-01-01
1353,268,27,2022-01-01
1354,268,2,2022-01-01
1355,268,32,2022-01-01
883,268,27,2021-12-01
1357,268,8,2022-01-01
1358,269,34,2022-01-01
1359,269,45,2022-01-01
1360,269,17,2022-01-01
1361,272,32,2022-01-01
888,269,34,2021-12-02
1362,271,5,2022-01-01
1364,271,32,2022-01-01
1365,271,14,2022-01-01
1366,269,35,2022-01-01
1367,271,31,2022-01-01
893,269,41,2021-12-02
1368,272,2,2022-01-01
1369,274,35,2022-01-01
895,271,14,2021-12-02
1371,274,30,2022-01-01
1372,272,23,2022-01-01
1373,274,34,2022-01-01
1374,272,42,2022-01-01
1375,274,39,2022-01-01
900,273,26,2021-12-02
1376,274,26,2022-01-01
1378,271,42,2022-01-01
1379,275,32,2022-01-01
1380,275,29,2022-01-01
1381,275,2,2022-01-01
905,274,39,2021-12-02
1382,275,34,2022-01-01
1383,275,3,2022-01-01
1385,278,42,2022-01-01
1386,278,25,2022-01-01
1387,278,31,2022-01-01
910,275,29,2021-12-02
1388,278,38,2022-01-01
1389,280,44,2022-01-01
1390,280,42,2022-01-01
1392,280,39,2022-01-01
1393,280,6,2022-01-01
915,278,42,2021-12-02
1394,281,10,2022-01-01
1395,281,26,2022-01-01
1396,281,25,2022-01-01
1397,281,5,2022-01-01
1399,276,17,2022-01-01
920,280,42,2021-12-02
1400,276,34,2022-01-01
1401,276,41,2022-01-01
1402,283,27,2022-01-01
1403,284,15,2022-01-01
1404,284,14,2022-01-01
925,281,26,2021-12-02
1406,284,17,2022-01-01
1407,284,32,2022-01-01
1408,283,20,2022-01-01
1409,285,34,2022-01-01
1410,285,45,2022-01-01
930,276,34,2021-12-03
1411,283,41,2022-01-01
1413,283,44,2022-01-01
1414,285,2,2022-01-01
1415,283,21,2022-01-01
1416,285,21,2022-01-01
935,284,31,2021-12-03
1417,286,42,2022-01-01
1418,286,2,2022-01-01
1420,286,25,2022-01-01
1421,286,5,2022-01-01
1422,287,41,2022-01-01
940,285,45,2021-12-03
1423,287,17,2022-01-01
1424,287,45,2022-01-01
1425,287,6,2022-01-01
1427,288,42,2022-01-01
1428,288,2,2022-01-01
945,283,21,2021-12-03
1429,288,6,2022-01-01
1430,288,17,2022-01-01
1431,288,25,2022-01-01
1432,289,45,2022-01-01
1434,289,30,2022-01-01
957,286,25,2021-12-06
1435,289,27,2022-01-01
1436,289,2,2022-01-01
1437,290,34,2022-01-01
1438,290,39,2022-01-01
1439,290,11,2022-01-01
962,287,6,2021-12-06
1441,290,27,2022-01-01
1442,291,27,2022-01-01
1443,291,41,2022-01-01
1444,291,1,2022-01-01
1445,291,34,2022-01-01
967,288,17,2021-12-06
1446,291,17,2022-01-01
1448,292,47,2022-01-01
1449,292,17,2022-01-01
1450,292,33,2022-01-01
1451,292,38,2022-01-01
972,289,27,2021-12-06
1452,294,42,2022-01-01
1453,294,31,2022-01-01
977,290,35,2021-12-06
982,291,34,2021-12-06
987,292,33,2021-12-06
1334,304,17,2022-01-01
993,294,25,2021-12-07
1456,294,8,2022-01-01
1457,295,25,2022-01-01
1458,295,27,2022-01-01
1459,295,26,2022-01-01
1460,295,34,2022-01-01
998,295,34,2021-12-07
1462,296,17,2022-01-01
1463,296,47,2022-01-01
1464,296,41,2022-01-01
1465,296,27,2022-01-01
1466,296,2,2022-01-01
1004,296,27,2021-12-09
1467,305,17,2022-01-01
1469,305,5,2022-01-01
1470,306,25,2022-01-01
1471,306,41,2022-01-01
1472,306,42,2022-01-01
1029,306,25,2021-12-16
1473,306,33,2022-01-01
1474,307,47,2022-01-01
1476,307,42,2022-01-01
1477,307,26,2022-01-01
1478,307,8,2022-01-01
1034,307,17,2021-12-16
1479,306,3,2022-01-01
1480,305,22,2022-01-01
1481,305,42,2022-01-01
1483,273,25,2022-01-01
1484,273,17,2022-01-01
1039,305,22,2021-12-17
1485,273,44,2022-01-01
1486,309,11,2022-01-01
1487,309,10,2022-01-01
1488,309,17,2022-01-01
1490,309,41,2022-01-01
1044,273,44,2021-12-17
1491,310,41,2022-01-01
1492,310,17,2022-01-01
1493,310,44,2022-01-01
1494,310,25,2022-01-01
1495,310,8,2022-01-01
1053,309,41,2021-12-22
1527,326,27,2022-01-25
1528,326,17,2022-01-25
1055,310,17,2021-12-23
1529,326,2,2022-01-25
1530,326,26,2022-01-25
1531,326,45,2022-01-25
1575,259,4,2022-02-01
1538,123,8,2022-01-31
1539,123,30,2022-01-31
1540,123,40,2022-01-31
1541,123,10,2022-01-31
1542,123,15,2022-01-31
1543,123,12,2022-01-31
1544,123,14,2022-01-31
1545,123,20,2022-01-31
1546,123,21,2022-01-31
1547,123,11,2022-01-31
1548,123,22,2022-01-31
1549,123,32,2022-01-31
1550,123,34,2022-01-31
1551,123,37,2022-01-31
1552,123,38,2022-01-31
1553,123,2,2022-01-31
1554,123,17,2022-01-31
1555,123,44,2022-01-31
1556,123,28,2022-01-31
1557,123,39,2022-01-31
1558,123,5,2022-01-31
1559,123,45,2022-01-31
1560,123,1,2022-01-31
1561,123,42,2022-01-31
1562,123,47,2022-01-31
1563,123,26,2022-01-31
1564,123,23,2022-01-31
1565,123,41,2022-01-31
1566,123,3,2022-01-31
1567,123,4,2022-01-31
1568,123,6,2022-01-31
1569,123,25,2022-01-31
1570,123,27,2022-01-31
1571,123,29,2022-01-31
1572,123,31,2022-01-31
1573,123,33,2022-01-31
1574,123,35,2022-01-31
1576,259,11,2022-02-01
1577,2,25,2022-02-01
1578,39,12,2022-02-01
1579,39,44,2022-02-01
1580,200,23,2022-02-01
1581,184,17,2022-02-01
1582,184,25,2022-02-01
1583,184,42,2022-02-01
1584,184,26,2022-02-01
1585,184,44,2022-02-01
1586,2,17,2022-02-01
1589,38,40,2022-02-01
1590,38,31,2022-02-01
1591,157,11,2022-02-01
1593,200,22,2022-02-01
1594,200,25,2022-02-01
1595,200,26,2022-02-01
1596,39,41,2022-02-01
1597,1,17,2022-02-01
1598,1,5,2022-02-01
1600,1,10,2022-02-01
1601,38,17,2022-02-01
1602,38,38,2022-02-01
1603,157,12,2022-02-01
1604,157,37,2022-02-01
1605,315,10,2022-02-01
1507,315,10,2022-01-07
1517,157,14,2022-01-14
1521,2,3,2022-01-19
1496,164,26,2022-01-01
1497,164,38,2022-01-01
1498,164,21,2022-01-01
1500,313,30,2022-01-03
1501,313,15,2022-01-03
1502,313,5,2022-01-03
1503,313,40,2022-01-03
1511,301,33,2022-01-12
1512,301,15,2022-01-12
1513,301,42,2022-01-12
1514,301,20,2022-01-12
1455,294,25,2022-01-01
1526,39,14,2022-01-21
1610,164,5,2022-02-01
1607,2,3,2022-02-01
1611,218,2,2022-02-01
1612,218,10,2022-02-01
1613,218,6,2022-02-01
1614,75,1,2022-02-01
1615,207,25,2022-02-01
1616,218,5,2022-02-01
1617,218,11,2022-02-01
1618,219,14,2022-02-01
1619,219,8,2022-02-01
1620,219,25,2022-02-01
1621,219,17,2022-02-01
1622,224,8,2022-02-01
1623,224,6,2022-02-01
1624,224,1,2022-02-01
1625,224,2,2022-02-01
1626,71,17,2022-02-01
1627,219,5,2022-02-01
1628,224,12,2022-02-01
1629,71,2,2022-02-01
1630,71,10,2022-02-01
1631,78,15,2022-02-01
1632,75,25,2022-02-01
1633,69,8,2022-02-01
1634,204,5,2022-02-01
1635,204,17,2022-02-01
1636,207,5,2022-02-01
1637,207,3,2022-02-01
1638,207,6,2022-02-01
1639,204,3,2022-02-01
1640,204,1,2022-02-01
1642,164,17,2022-02-01
1608,39,14,2022-02-01
1643,78,5,2022-02-01
1644,176,11,2022-02-01
1645,176,2,2022-02-01
1646,78,11,2022-02-01
1647,78,2,2022-02-01
1648,207,1,2022-02-01
1649,190,3,2022-02-01
1650,190,17,2022-02-01
1177,190,17,2022-01-01
1651,190,1,2022-02-01
1652,190,8,2022-02-01
1653,81,1,2022-02-01
1654,133,8,2022-02-01
1655,70,1,2022-02-01
1656,81,2,2022-02-01
1657,77,3,2022-02-01
1184,77,3,2022-01-01
1658,75,17,2022-02-01
1659,130,10,2022-02-01
1660,132,11,2022-02-01
1661,72,12,2022-02-01
1662,81,4,2022-02-01
1663,137,8,2022-02-01
1664,69,3,2022-02-01
1191,69,3,2022-01-01
1665,130,5,2022-02-01
1666,77,1,2022-02-01
1667,81,17,2022-02-01
1669,69,1,2022-02-01
1670,130,2,2022-02-01
1671,140,8,2022-02-01
1672,140,17,2022-02-01
1673,69,5,2022-02-01
1199,140,17,2022-01-01
1674,132,4,2022-02-01
1676,133,2,2022-02-01
1677,94,10,2022-02-01
1678,140,2,2022-02-01
1679,130,1,2022-02-01
1681,140,1,2022-02-01
1682,132,3,2022-02-01
1206,130,1,2022-01-01
1684,70,17,2022-02-01
1685,77,2,2022-02-01
1687,69,17,2022-02-01
1688,130,17,2022-02-01
1689,142,17,2022-02-01
1691,190,10,2022-02-01
1694,132,17,2022-02-01
1213,87,5,2022-01-01
1695,70,2,2022-02-01
1696,94,4,2022-02-01
1697,94,1,2022-02-01
1698,133,1,2022-02-01
1699,229,5,2022-02-01
1701,229,8,2022-02-01
1702,229,3,2022-02-01
1220,87,1,2022-01-01
1703,229,1,2022-02-01
1708,233,26,2022-02-01
1709,233,15,2022-02-01
1710,233,34,2022-02-01
1712,233,29,2022-02-01
1713,228,26,2022-02-01
1714,228,17,2022-02-01
1227,229,17,2022-01-01
1715,228,25,2022-02-01
1716,137,17,2022-02-01
1717,137,25,2022-02-01
1719,239,30,2022-02-01
1720,239,17,2022-02-01
1721,239,41,2022-02-01
1722,239,26,2022-02-01
1234,231,32,2022-01-01
1723,137,42,2022-02-01
1724,242,40,2022-02-01
1726,242,37,2022-02-01
1727,242,12,2022-02-01
1728,242,42,2022-02-01
1729,235,3,2022-02-01
1730,235,44,2022-02-01
1241,228,17,2022-01-01
1731,244,40,2022-02-01
1733,244,22,2022-02-01
1734,245,10,2022-02-01
1735,245,42,2022-02-01
1736,245,23,2022-02-01
1248,239,41,2022-01-01
1255,242,42,2022-01-01
1262,245,42,2022-01-01
1739,243,22,2022-02-01
1740,243,42,2022-02-01
1741,247,14,2022-02-01
1742,247,17,2022-02-01
1269,247,17,2022-01-01
1743,247,15,2022-02-01
1744,247,21,2022-02-01
1745,247,27,2022-02-01
1746,248,15,2022-02-01
1748,248,38,2022-02-01
1749,248,35,2022-02-01
1750,248,41,2022-02-01
1276,248,35,2022-01-01
1751,251,8,2022-02-01
1752,251,22,2022-02-01
1753,251,41,2022-02-01
1755,251,42,2022-02-01
1756,250,42,2022-02-01
1757,250,8,2022-02-01
1758,250,44,2022-02-01
1283,250,42,2022-01-01
1759,250,14,2022-02-01
1760,250,40,2022-02-01
1762,253,33,2022-02-01
1763,253,2,2022-02-01
1764,253,42,2022-02-01
1765,253,47,2022-02-01
1766,244,35,2022-02-01
1290,253,2,2022-01-01
1767,244,42,2022-02-01
1769,254,10,2022-02-01
1771,239,23,2022-02-01
1772,243,23,2022-02-01
1773,201,2,2022-02-01
1774,201,22,2022-02-01
1775,201,26,2022-02-01
1297,231,23,2022-01-01
1737,245,15,2022-02-01
1777,94,40,2022-02-01
1778,94,3,2022-02-01
1779,92,10,2022-02-01
1780,92,42,2022-02-01
1781,92,12,2022-02-01
1782,92,22,2022-02-01
1304,94,40,2022-01-01
1784,267,33,2022-02-01
1785,267,10,2022-02-01
1786,267,22,2022-02-01
1787,267,5,2022-02-01
1788,267,8,2022-02-01
1789,177,8,2022-02-01
1791,177,42,2022-02-01
1311,267,33,2022-01-01
1792,177,22,2022-02-01
1793,177,3,2022-02-01
1794,228,8,2022-02-01
1795,228,44,2022-02-01
1796,298,44,2022-02-01
1798,298,17,2022-02-01
1799,298,14,2022-02-01
1318,177,42,2022-01-01
1800,298,32,2022-02-01
1801,204,44,2022-02-01
1802,300,42,2022-02-01
1803,300,10,2022-02-01
1805,300,26,2022-02-01
1806,300,33,2022-02-01
1807,304,17,2022-02-01
1325,298,17,2022-01-01
1808,304,26,2022-02-01
1809,304,41,2022-02-01
1810,304,38,2022-02-01
1812,201,33,2022-02-01
1813,78,27,2022-02-01
1814,164,26,2022-02-01
1815,164,38,2022-02-01
1332,300,26,2022-01-01
1816,164,21,2022-02-01
1817,313,17,2022-02-01
1819,313,15,2022-02-01
1335,304,26,2022-01-01
1820,313,5,2022-02-01
1821,313,40,2022-02-01
1822,301,30,2022-02-01
1823,301,33,2022-02-01
1824,301,15,2022-02-01
1826,301,20,2022-02-01
1827,263,34,2022-02-01
1828,262,41,2022-02-01
1829,264,10,2022-02-01
1499,313,17,2022-01-03
1830,264,14,2022-02-01
1831,264,21,2022-02-01
1833,264,5,2022-02-01
1834,266,17,2022-02-01
1835,266,47,2022-02-01
1510,301,30,2022-01-12
1836,266,34,2022-02-01
1837,266,41,2022-02-01
1838,266,6,2022-02-01
1840,268,2,2022-02-01
1841,268,32,2022-02-01
1842,268,35,2022-02-01
1342,262,41,2022-01-01
1843,268,8,2022-02-01
1844,269,34,2022-02-01
1845,269,45,2022-02-01
1847,272,32,2022-02-01
1848,271,5,2022-02-01
1849,269,41,2022-02-01
1850,271,32,2022-02-01
1349,266,47,2022-01-01
1851,271,14,2022-02-01
1852,269,35,2022-02-01
1854,272,2,2022-02-01
1855,274,35,2022-02-01
1856,273,26,2022-02-01
1857,274,30,2022-02-01
1858,272,23,2022-02-01
1356,268,35,2022-01-01
1859,274,34,2022-02-01
1861,274,39,2022-02-01
1363,269,41,2022-01-01
1370,273,26,2022-01-01
1738,245,3,2022-02-01
1377,272,3,2022-01-01
1864,271,42,2022-02-01
1866,275,29,2022-02-01
1867,275,2,2022-02-01
1868,275,34,2022-02-01
1869,275,3,2022-02-01
1870,278,44,2022-02-01
1871,278,42,2022-02-01
1384,278,44,2022-01-01
1873,278,31,2022-02-01
1874,278,38,2022-02-01
1875,280,44,2022-02-01
1876,280,42,2022-02-01
1877,280,34,2022-02-01
1878,280,39,2022-02-01
1880,281,10,2022-02-01
1391,280,34,2022-01-01
1881,281,26,2022-02-01
1882,281,25,2022-02-01
1883,281,5,2022-02-01
1884,281,42,2022-02-01
1885,276,17,2022-02-01
1887,276,41,2022-02-01
1888,283,27,2022-02-01
1398,281,42,2022-01-01
1889,284,15,2022-02-01
1890,284,14,2022-02-01
1891,284,31,2022-02-01
1892,284,17,2022-02-01
1894,283,20,2022-02-01
1895,285,34,2022-02-01
1896,285,45,2022-02-01
1405,284,31,2022-01-01
1897,283,41,2022-02-01
1898,285,33,2022-02-01
1899,283,44,2022-02-01
1901,283,21,2022-02-01
1902,285,21,2022-02-01
1903,286,42,2022-02-01
1904,286,2,2022-02-01
1412,285,33,2022-01-01
1905,286,3,2022-02-01
1906,286,25,2022-02-01
1908,287,41,2022-02-01
1909,287,17,2022-02-01
1910,287,45,2022-02-01
1911,287,6,2022-02-01
1912,287,2,2022-02-01
1419,286,3,2022-01-01
1913,288,42,2022-02-01
1915,288,6,2022-02-01
1916,288,17,2022-02-01
1917,288,25,2022-02-01
1918,289,45,2022-02-01
1919,289,4,2022-02-01
1920,289,30,2022-02-01
1426,287,2,2022-01-01
1922,289,2,2022-02-01
1923,290,34,2022-02-01
1924,290,39,2022-02-01
1925,290,11,2022-02-01
1926,290,35,2022-02-01
1927,290,27,2022-02-01
1929,291,41,2022-02-01
1433,289,4,2022-01-01
1930,291,1,2022-02-01
1931,291,34,2022-02-01
1932,291,17,2022-02-01
1933,292,41,2022-02-01
1934,292,47,2022-02-01
1936,292,33,2022-02-01
1937,292,38,2022-02-01
1440,290,35,2022-01-01
1938,294,42,2022-02-01
1939,294,31,2022-02-01
1940,294,2,2022-02-01
1941,294,25,2022-02-01
1943,295,25,2022-02-01
1944,295,27,2022-02-01
1945,295,26,2022-02-01
1447,292,41,2022-01-01
1946,295,34,2022-02-01
1947,295,33,2022-02-01
1948,296,17,2022-02-01
1950,296,41,2022-02-01
1951,296,27,2022-02-01
1952,296,2,2022-02-01
1953,305,17,2022-02-01
1454,294,2,2022-01-01
1954,305,34,2022-02-01
1955,305,5,2022-02-01
1957,306,41,2022-02-01
1958,306,42,2022-02-01
1959,306,33,2022-02-01
1960,307,47,2022-02-01
1961,307,17,2022-02-01
1461,295,33,2022-01-01
1962,307,42,2022-02-01
1964,307,8,2022-02-01
1965,306,3,2022-02-01
1966,305,22,2022-02-01
1967,305,42,2022-02-01
1968,273,47,2022-02-01
1969,273,25,2022-02-01
1468,305,34,2022-01-01
1971,273,44,2022-02-01
1972,309,11,2022-02-01
1973,309,10,2022-02-01
1974,309,17,2022-02-01
1975,309,25,2022-02-01
1976,309,41,2022-02-01
1978,310,17,2022-02-01
1475,307,17,2022-01-01
1979,310,44,2022-02-01
1980,310,25,2022-02-01
1981,310,8,2022-02-01
1982,314,32,2022-02-01
1983,326,27,2022-02-01
1985,326,2,2022-02-01
1986,326,26,2022-02-01
1482,273,47,2022-01-01
1489,309,25,2022-01-01
1504,314,32,2022-01-03
1862,274,26,2022-02-01
1863,272,3,2022-02-01
2081,39,14,2022-03-01
2082,329,40,2022-03-01
2083,39,34,2022-03-01
2084,2,1,2022-03-01
2085,329,30,2022-03-01
2087,329,14,2022-03-01
2088,164,5,2022-03-01
2089,218,2,2022-03-01
2090,218,10,2022-03-01
2091,218,6,2022-03-01
2013,259,11,2022-03-01
2051,2,25,2022-03-01
2014,123,8,2022-02-28
2015,123,30,2022-02-28
2016,123,40,2022-02-28
2017,123,10,2022-02-28
2018,123,15,2022-02-28
2019,123,12,2022-02-28
2020,123,14,2022-02-28
2021,123,20,2022-02-28
2022,123,21,2022-02-28
2023,123,11,2022-02-28
2024,123,22,2022-02-28
2025,123,32,2022-02-28
2026,123,34,2022-02-28
2027,123,37,2022-02-28
2028,123,38,2022-02-28
2029,123,2,2022-02-28
2030,123,17,2022-02-28
2031,123,44,2022-02-28
2032,123,28,2022-02-28
2033,123,39,2022-02-28
2034,123,5,2022-02-28
2035,123,45,2022-02-28
2036,123,1,2022-02-28
2037,123,42,2022-02-28
2038,123,47,2022-02-28
2039,123,26,2022-02-28
2040,123,23,2022-02-28
2041,123,41,2022-02-28
2042,123,3,2022-02-28
2043,123,4,2022-02-28
2044,123,6,2022-02-28
2045,123,25,2022-02-28
2046,123,27,2022-02-28
2047,123,29,2022-02-28
2048,123,31,2022-02-28
2049,123,33,2022-02-28
2050,123,35,2022-02-28
2052,39,12,2022-03-01
2053,39,44,2022-03-01
2054,200,23,2022-03-01
2056,184,25,2022-03-01
2092,75,1,2022-03-01
2012,259,4,2022-03-01
2057,184,42,2022-03-01
2058,184,26,2022-03-01
2059,184,44,2022-03-01
2648,77,3,2022-04-01
2093,207,25,2022-03-01
2062,38,40,2022-03-01
2063,38,31,2022-03-01
2064,157,11,2022-03-01
2065,200,1,2022-03-01
2067,200,25,2022-03-01
1592,200,1,2022-02-01
2068,200,26,2022-03-01
2094,218,5,2022-03-01
2069,39,41,2022-03-01
2075,38,38,2022-03-01
2076,157,12,2022-03-01
2077,157,37,2022-03-01
2095,218,11,2022-03-01
2071,1,5,2022-03-01
2072,1,8,2022-03-01
1599,1,8,2022-02-01
2073,1,10,2022-03-01
1987,326,45,2022-02-01
2096,219,14,2022-03-01
2078,315,10,2022-03-01
2079,157,14,2022-03-01
2080,2,3,2022-03-01
2097,219,8,2022-03-01
2098,219,25,2022-03-01
1606,157,14,2022-02-01
2100,224,8,2022-03-01
2101,224,6,2022-03-01
2102,224,1,2022-03-01
1989,329,40,2022-02-02
2103,224,2,2022-03-01
1992,39,34,2022-02-08
2105,219,5,2022-03-01
1995,2,1,2022-02-10
2106,224,12,2022-03-01
2003,329,30,2022-02-21
2107,71,2,2022-03-01
2108,71,10,2022-03-01
2109,78,15,2022-03-01
2110,75,25,2022-03-01
2010,329,14,2022-02-23
2111,69,8,2022-03-01
2112,204,5,2022-03-01
2114,207,5,2022-03-01
2115,207,3,2022-03-01
2116,207,6,2022-03-01
2117,204,3,2022-03-01
2118,204,1,2022-03-01
2120,78,5,2022-03-01
2121,176,11,2022-03-01
2122,176,2,2022-03-01
2123,78,11,2022-03-01
2124,78,2,2022-03-01
2125,207,1,2022-03-01
2126,190,3,2022-03-01
2128,190,1,2022-03-01
2129,190,8,2022-03-01
2130,81,1,2022-03-01
2131,133,8,2022-03-01
2132,70,1,2022-03-01
2133,81,2,2022-03-01
1999,335,21,2022-02-17
2000,335,44,2022-02-17
2001,335,27,2022-02-17
2005,341,40,2022-02-23
2007,341,14,2022-02-23
2008,341,8,2022-02-23
2009,341,31,2022-02-23
2011,345,20,2022-02-28
2134,77,3,2022-03-01
2136,130,10,2022-03-01
2138,72,12,2022-03-01
2649,130,10,2022-04-01
2137,132,11,2022-03-01
1668,70,5,2022-02-01
2651,72,12,2022-04-01
1675,77,17,2022-02-01
2653,137,8,2022-04-01
2139,81,4,2022-03-01
2159,133,3,2022-03-01
1683,133,3,2022-02-01
2161,77,2,2022-03-01
2140,137,8,2022-03-01
2654,69,3,2022-04-01
2166,75,8,2022-03-01
2141,69,3,2022-03-01
2655,130,5,2022-04-01
2142,130,5,2022-03-01
2656,77,1,2022-04-01
2143,77,1,2022-03-01
2658,69,1,2022-04-01
2168,70,2,2022-03-01
1692,75,8,2022-02-01
2169,94,4,2022-03-01
2145,70,5,2022-03-01
2659,130,2,2022-04-01
2170,94,1,2022-03-01
2171,133,1,2022-03-01
2172,229,5,2022-03-01
2175,229,3,2022-03-01
2176,229,1,2022-03-01
1700,229,17,2022-02-01
2146,69,1,2022-03-01
2660,140,8,2022-04-01
2177,233,26,2022-03-01
2178,233,15,2022-03-01
2179,233,34,2022-03-01
2180,233,27,2022-03-01
2182,228,26,2022-03-01
2184,228,25,2022-03-01
1711,233,27,2022-02-01
2186,137,25,2022-03-01
2187,137,2,2022-03-01
2188,239,30,2022-03-01
2147,130,2,2022-03-01
2661,69,5,2022-04-01
2190,239,41,2022-03-01
2148,140,8,2022-03-01
2662,132,4,2022-04-01
2192,137,42,2022-03-01
1718,137,2,2022-02-01
2193,242,40,2022-03-01
2194,242,20,2022-03-01
2150,69,5,2022-03-01
2663,133,2,2022-04-01
2195,242,37,2022-03-01
2196,242,12,2022-03-01
2197,242,42,2022-03-01
2199,235,44,2022-03-01
1725,242,20,2022-02-01
2200,244,40,2022-03-01
2201,243,4,2022-03-01
2203,245,10,2022-03-01
2204,245,42,2022-03-01
2205,245,23,2022-03-01
2207,245,3,2022-03-01
2209,243,42,2022-03-01
1732,243,4,2022-02-01
2210,247,14,2022-03-01
2151,132,4,2022-03-01
2665,140,2,2022-04-01
2212,247,15,2022-03-01
2213,247,21,2022-03-01
2214,247,27,2022-03-01
2216,248,30,2022-03-01
2217,248,38,2022-03-01
2153,133,2,2022-03-01
2666,130,1,2022-04-01
2218,248,35,2022-03-01
2219,248,41,2022-03-01
2154,94,10,2022-03-01
2220,251,8,2022-03-01
2222,251,41,2022-03-01
2224,251,42,2022-03-01
2225,250,42,2022-03-01
1747,248,30,2022-02-01
2226,250,8,2022-03-01
2227,250,44,2022-03-01
2228,250,14,2022-03-01
2229,250,40,2022-03-01
2231,253,33,2022-03-01
2155,140,2,2022-03-01
2232,253,2,2022-03-01
1754,251,44,2022-02-01
2233,253,42,2022-03-01
2234,253,47,2022-03-01
2235,244,35,2022-03-01
2236,244,42,2022-03-01
2238,254,10,2022-03-01
2239,239,23,2022-03-01
2240,243,23,2022-03-01
1761,253,10,2022-02-01
2241,201,2,2022-03-01
2243,201,26,2022-03-01
2244,201,5,2022-03-01
2246,94,3,2022-03-01
2247,92,10,2022-03-01
2248,92,42,2022-03-01
2249,92,12,2022-03-01
1768,244,23,2022-02-01
2251,92,31,2022-03-01
2252,267,33,2022-03-01
2255,267,5,2022-03-01
2256,267,8,2022-03-01
2257,177,8,2022-03-01
2156,130,1,2022-03-01
2258,177,5,2022-03-01
1776,201,5,2022-02-01
2259,177,42,2022-03-01
2650,132,11,2022-04-01
2157,140,1,2022-03-01
2158,132,3,2022-03-01
1783,92,31,2022-02-01
1790,177,5,2022-02-01
2264,298,44,2022-03-01
2265,298,40,2022-03-01
2267,298,14,2022-03-01
1797,298,40,2022-02-01
2268,298,32,2022-03-01
2269,204,44,2022-03-01
2270,300,42,2022-03-01
2272,300,25,2022-03-01
2273,300,26,2022-03-01
2274,300,33,2022-03-01
1804,300,25,2022-02-01
2276,304,26,2022-03-01
2277,304,41,2022-03-01
2278,304,38,2022-03-01
2669,133,3,2022-04-01
2280,201,33,2022-03-01
2282,164,26,2022-03-01
1811,304,2,2022-02-01
2283,164,38,2022-03-01
2284,164,21,2022-03-01
2286,313,30,2022-03-01
2287,313,15,2022-03-01
2289,313,40,2022-03-01
2290,301,30,2022-03-01
2670,77,2,2022-04-01
1818,313,30,2022-02-01
2291,301,33,2022-03-01
2292,301,15,2022-03-01
2293,301,42,2022-03-01
2294,301,20,2022-03-01
2297,341,14,2022-03-01
2298,341,8,2022-03-01
2299,341,31,2022-03-01
1825,301,42,2022-02-01
2300,345,20,2022-03-01
2302,266,47,2022-03-01
2303,266,34,2022-03-01
2006,341,17,2022-02-23
2671,190,10,2022-04-01
2165,190,10,2022-03-01
2305,266,6,2022-03-01
2306,268,27,2022-03-01
2307,268,2,2022-03-01
2308,268,32,2022-03-01
1832,264,11,2022-02-01
2070,1,17,2022-03-01
2672,75,8,2022-04-01
2309,268,35,2022-03-01
2310,268,8,2022-03-01
2312,269,45,2022-03-01
2314,272,32,2022-03-01
1839,268,27,2022-02-01
2315,271,5,2022-03-01
2316,269,41,2022-03-01
2317,271,32,2022-03-01
2318,271,14,2022-03-01
2320,271,31,2022-03-01
2321,272,2,2022-03-01
2322,274,35,2022-03-01
1846,269,17,2022-02-01
2673,70,2,2022-04-01
2323,273,26,2022-03-01
2324,274,30,2022-03-01
2325,272,23,2022-03-01
2327,272,42,2022-03-01
2328,274,39,2022-03-01
2329,274,26,2022-03-01
